"Institution","Acad Group","Acad Org","Subject","Catalog","Course Title","Descr of Pre/Co-requisites","Line","Logical Connector","LP","Line Type","Rqs Type","Req Subject","Req Catalog","Min Grade","Min GPA","Min Units","Cond Code","Operator","Value","RP","Allow In-Progress","Allow Trnsfr Crdt","Allow Test Crdt","Allow Othr Crdt","Allow Equiv Course","Consent","Eff Date","Rqrmnt","Value","Institution","Acad Group","Subject","Catalog","Ptrn Type","Course ID","Designation","Parenth","Min Course","Trnsfr Lvl","In GPA crs","Excl In-Progrss","Min Points","Min Units","Valid Beg","Valid End","Term","Assoc","Topic ID","Test ID","Component","Score","Key"
"QNS01","ARTHU","ART-QC","ARTS"," 261","Watercolor I","PRE: ARTS 161","0010","","","Course","Pre-Rqs","ARTS"," 161","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/2018","","","QNS01","","","","SMPL","004137","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 262","Watercolor II","PRE: ARTS 161","0010","","","Course","Pre-Rqs","ARTS"," 161","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/2018","","","QNS01","","","","SMPL","004137","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 263","App Design","Prereq: ARTS 214","0010","","","Course","Pre-Rqs","ARTS"," 214","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","05/02/2016","","","QNS01","","","","SMPL","118984","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 264","Painting III","PRE: (ARTS 260)","0010","","","Course","Pre-Rqs","ARTS"," 260","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/24/2013","","","QNS01","","","","SMPL","004176","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 266","Children?s Book Illustration","Prereq: ARTS 151 or ARTS 188","0010","","(","Course","Pre-Rqs","ARTS"," 151","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","05/02/2016","","","QNS01","","","","SMPL","004133","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 266","Children?s Book Illustration","Prereq: ARTS 151 or ARTS 188","0020","Or","","Course","Pre-Rqs","ARTS"," 188","","0.000","0.00","","","",")","Y","Y","Y","Y","N","No Consent","05/02/2016","","","QNS01","","","","SMPL","004147","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 269","Information Design","PRE: ARTS 241 and ARTS 242","0010","","","Course","Pre-Rqs","ARTS"," 241","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/30/2014","","","QNS01","","","","SMPL","004161","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 269","Information Design","PRE: ARTS 241 and ARTS 242","0020","And","","Course","Pre-Rqs","ARTS"," 242","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/30/2014","","","QNS01","","","","SMPL","004162","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 271","Woodblock/Linoleum","PRE: ARTS 151","0010","","","Course","Pre-Rqs","ARTS"," 151","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","07/17/2013","","","QNS01","","","","SMPL","004133","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 272","Intaglio","PRE: ARTS 151","0010","","","Course","Pre-Rqs","ARTS"," 151","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","05/29/2013","","","QNS01","","","","SMPL","004133","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 273","Lithography","PRE: ARTS 151","0010","","","Course","Pre-Rqs","ARTS"," 151","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","05/29/2013","","","QNS01","","","","SMPL","004133","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 274","Serigraphy/Silkscreen","PRE: ARTS 151","0010","","","Course","Pre-Rqs","ARTS"," 151","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","05/29/2013","","","QNS01","","","","SMPL","004133","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 276","Photography II","","","","","","","","","","","","","","","","","","","","","No Consent","04/25/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 277","VT: Pixel-based Imagery","","","","","","","","","","","","","","","","","","","","","No Consent","04/24/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 278","VT Vector-Based Imagery","","","","","","","","","","","","","","","","","","","","","No Consent","04/24/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 279","VT: Animation and 3-D Modeling","","","","","","","","","","","","","","","","","","","","","No Consent","04/24/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 282","VT: Ceramics II","","","","","","","","","","","","","","","","","","","","","No Consent","04/24/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 283","VT: Sculpture II","PREREQ: ARTS 182","0010","","","Course","Pre-Rqs","ARTS"," 182","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","07/17/2013","","","QNS01","","","","SMPL","004143","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 284","Sculpture III","PRE:  ARTS 283","0010","","","Course","Pre-Rqs","ARTS"," 283","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/24/2013","","","QNS01","","","","SMPL","004191","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 286","Interaction Design","PRE: ARTS 241 AND 242","0010","","","Course","Pre-Rqs","ARTS"," 241","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/30/2014","","","QNS01","","","","SMPL","004161","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 286","Interaction Design","PRE: ARTS 241 AND 242","0020","And","","Course","Pre-Rqs","ARTS"," 242","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/30/2014","","","QNS01","","","","SMPL","004162","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 287","VT: Moviemaking","","","","","","","","","","","","","","","","","","","","","No Consent","07/17/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 288","Sculpture Special Projects","PRE: ARTS 182, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 182","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004143","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 288","Sculpture Special Projects","PRE: ARTS 182, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 288","Sculpture Special Projects","PRE: ARTS 182, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 289","Publication Design","PRE: ARTS 241 AND 242","0010","","","Course","Pre-Rqs","ARTS"," 241","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/30/2014","","","QNS01","","","","SMPL","004161","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 289","Publication Design","PRE: ARTS 241 AND 242","0020","And","","Course","Pre-Rqs","ARTS"," 242","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/30/2014","","","QNS01","","","","SMPL","004162","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 290","Motion Graphics","PRE: ARTS 241 AND 242","0010","","","Course","Pre-Rqs","ARTS"," 241","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/30/2014","","","QNS01","","","","SMPL","004161","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 290","Motion Graphics","PRE: ARTS 241 AND 242","0020","And","","Course","Pre-Rqs","ARTS"," 242","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/30/2014","","","QNS01","","","","SMPL","004162","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 296","Advertising Design","PRE: ARTS 241","0010","","","Course","Pre-Rqs","ARTS"," 241","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/27/2008","","","QNS01","","","","SMPL","004161","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 314","Web Design II","Prereq: ARTS 214","0010","","","Course","Pre-Rqs","ARTS"," 214","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","05/02/2016","","","QNS01","","","","SMPL","118984","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 333","Intro Social Engaged Art Pract","","","","","","","","","","","","","","","","","","","","","No Consent","01/30/2017","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 345","Design III","PRE: ARTS 246","0010","","","Course","Pre-Rqs","ARTS"," 246","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","03/18/2019","","","QNS01","","","","SMPL","004166","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 347","Graphic Novel III","PRE: ARTS 247","0010","","","Course","Pre-Rqs","ARTS"," 247","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","116801","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 350","VT: Comparative Analysis","PRE: ARTH 101, ARTH 102 and student's academic level is lower junior or above","0010","","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/25/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","ARTHU","ART-QC","ARTS"," 350","VT: Comparative Analysis","PRE: ARTH 101, ARTH 102 and student's academic level is lower junior or above","0020","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/25/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","ARTHU","ART-QC","ARTS"," 350","VT: Comparative Analysis","PRE: ARTH 101, ARTH 102 and student's academic level is lower junior or above","0030","And","","Condition","","","","","0.000","0.00","Acad Level","> or =","Lower JR","","Y","Y","Y","Y","","No Consent","04/25/2013","","31","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0006"
"QNS01","ARTHU","ART-QC","ARTS"," 351","Advanced Drawing","PRE: ARTH 101, ARTH 102 and student's academic level is lower junior or above","0010","","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","ARTHU","ART-QC","ARTS"," 351","Advanced Drawing","PRE: ARTH 101, ARTH 102 and student's academic level is lower junior or above","0020","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","ARTHU","ART-QC","ARTS"," 351","Advanced Drawing","PRE: ARTH 101, ARTH 102 and student's academic level is lower junior or above","0030","And","","Condition","","","","","0.000","0.00","Acad Level","> or =","Lower JR","","Y","Y","Y","Y","","No Consent","04/17/2013","","31","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0006"
"QNS01","ARTHU","ART-QC","ARTS"," 352","Visual Imagery","PRE: ARTS:( 151 AND 153 AND161 AND162 AND181 AND182)","0010","","","Course","Pre-Rqs","ARTS"," 151","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","004133","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 352","Visual Imagery","PRE: ARTS:( 151 AND 153 AND161 AND162 AND181 AND182)","0020","And","","Course","Pre-Rqs","ARTS"," 153","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","004135","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 352","Visual Imagery","PRE: ARTS:( 151 AND 153 AND161 AND162 AND181 AND182)","0030","And","","Course","Pre-Rqs","ARTS"," 161","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","04/17/2013","","","QNS01","","","","SMPL","004137","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 352","Visual Imagery","PRE: ARTS:( 151 AND 153 AND161 AND162 AND181 AND182)","0040","And","","Course","Pre-Rqs","ARTS"," 162","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","004138","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","ARTHU","ART-QC","ARTS"," 352","Visual Imagery","PRE: ARTS:( 151 AND 153 AND161 AND162 AND181 AND182)","0050","And","","Course","Pre-Rqs","ARTS"," 181","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","004142","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","ARTHU","ART-QC","ARTS"," 352","Visual Imagery","PRE: ARTS:( 151 AND 153 AND161 AND162 AND181 AND182)","0060","And","","Course","Pre-Rqs","ARTS"," 182","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","004143","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0006"
"QNS01","ARTHU","ART-QC","ARTS"," 353","VT: Art of the Book","","","","","","","","","","","","","","","","","","","","","No Consent","07/17/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 355","VT: Photography III","PRE: ARTS 276","0010","","","Course","Pre-Rqs","ARTS"," 276","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/24/2013","","","QNS01","","","","SMPL","004185","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 357","Spec Prj Graphic Dsg","PRE: ARTS 293, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 293","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004200","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 357","Spec Prj Graphic Dsg","PRE: ARTS 293, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 357","Spec Prj Graphic Dsg","PRE: ARTS 293, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 359","Illustration III","PRE: ARTS 259","0010","","","Course","Pre-Rqs","ARTS"," 259","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","004175","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 362","Color II","PRE: ARTS (161 AND 244)","0010","","","Course","Pre-Rqs","ARTS"," 161","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","004137","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 362","Color II","PRE: ARTS (161 AND 244)","0020","And","","Course","Pre-Rqs","ARTS"," 244","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","004164","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 365","Specialized Topics in Painting","PRE:  ARTS 161","0010","","","Course","Pre-Rqs","ARTS"," 161","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","05/22/2013","","","QNS01","","","","SMPL","004137","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 367","Spec Proj Comp Image","PRE: ARTS 361, & ARTH 101 & 102, and permission of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 361","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004214","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 367","Spec Proj Comp Image","PRE: ARTS 361, & ARTH 101 & 102, and permission of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 367","Spec Proj Comp Image","PRE: ARTS 361, & ARTH 101 & 102, and permission of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 368","Illustration Special Projects","PRE: ARTS 358, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 358","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004211","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 368","Illustration Special Projects","PRE: ARTS 358, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 368","Illustration Special Projects","PRE: ARTS 358, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 369","VT: Ceramics III","PRE: ARTS 282","0010","","","Course","Pre-Rqs","ARTS"," 282","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","004190","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 370","VT: Special Topics in Design","","","","","","","","","","","","","","","","","","","","","No Consent","07/17/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 371","Woodcut Special Projects","PRE: ARTS 271, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 271","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004180","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 371","Woodcut Special Projects","PRE: ARTS 271, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 371","Woodcut Special Projects","PRE: ARTS 271, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 372","Intaglio Special Projects","PRE: ARTS 272, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 372","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004222","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 372","Intaglio Special Projects","PRE: ARTS 272, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 372","Intaglio Special Projects","PRE: ARTS 272, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 373","Lithography Special Projects","PRE: ARTS 273, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 273","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004182","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 373","Lithography Special Projects","PRE: ARTS 273, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 373","Lithography Special Projects","PRE: ARTS 273, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 374","Serigraphy Special Projects","PRE: ARTS 273, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 273","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004182","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 374","Serigraphy Special Projects","PRE: ARTS 273, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 374","Serigraphy Special Projects","PRE: ARTS 273, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 375","Photography Special Projects","PRE: ARTS 176, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 176","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004141","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 375","Photography Special Projects","PRE: ARTS 176, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
